[header]
width=35
height=15
tilewidth=32
tileheight=32

[tilesets]
tileset=tile01.png,32,32,0,0

[layer]
type=Capa de Patrones 1
data=
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,78,79,80,0,0,0,0,0,0,0,78,79,80,0,0,0,0,0,0,78,79,80,0,0,0,0,0,0,0,
0,0,0,0,0,0,88,89,90,0,0,0,0,0,0,0,88,89,90,0,0,0,0,0,0,88,89,90,0,0,0,0,0,0,0,
0,0,0,0,0,0,98,99,100,0,0,0,0,0,0,0,98,99,100,0,0,0,0,0,0,98,99,100,0,0,0,0,0,0,0,
78,79,80,78,79,80,78,79,80,78,79,80,78,79,80,78,79,80,78,79,80,78,79,80,78,79,80,78,79,80,78,79,80,78,79,
88,89,90,88,89,90,88,89,90,88,89,90,88,89,90,88,89,90,88,89,90,88,89,90,88,89,90,88,89,90,88,89,90,88,89

